timestamp, Kp, Ki, Sa, Sb, Bp, distance, bestdist, simres 
1561164083, 3.266826, 1.119198, 15.496974, 0.154233, 45.003322, 823.768592, 823.768592, 1
1561164107, 0.469741, 2.285922, 10.510330, 0.567315, 30.035804, 1201.889603, 1201.889603, 1
1561164130, 0.297016, 2.427998, 26.418901, 0.290946, 9.314813, 1259.024249, 1259.024249, 1
1561164154, 0.624285, 2.898626, 22.288231, 0.346165, 15.483677, 1549.930197, 1549.930197, 1
1561164178, 1.039704, 2.635213, 32.402562, 0.207944, 49.854510, 1697.196971, 1697.196971, 1
1561164186, 2.637088, 2.799907, 29.264691, 0.060649, 7.581741, 890.833731, 1697.196971, 1
1561164194, 2.841240, 1.078421, 24.396193, 0.072583, 34.963652, 859.385516, 1697.196971, 1
1561164202, 0.392210, 1.823425, 26.352391, 0.225166, 40.923056, 1179.701117, 1697.196971, 1
1561164209, 1.634518, 2.228434, 32.633246, 0.139442, 19.479805, 1432.315961, 1697.196971, 1
1561164218, 3.450674, 1.190099, 15.733259, 0.123188, 35.747483, 736.651566, 1697.196971, 1
1561164218, 0.545491, 2.847718, 38.529006, 1.510783, 34.974760, 354.838803, 1697.196971, 0
1561164226, 1.039704, 2.635213, 32.402562, 0.207944, 49.854510, 1680.934337, 1697.196971, 1
1561164234, 0.262131, 1.581765, 35.366646, 0.076010, 39.452990, 975.607764, 1697.196971, 1
1561164235, 3.066856, 1.690176, 35.823756, 0.492304, 46.942122, 209.145175, 1697.196971, 0
1561164235, 3.436760, 1.387272, 32.600447, 0.345338, 12.308758, 6.626217, 1697.196971, 0
1561164241, 0.390545, 2.229346, 24.756818, 0.527692, 47.793455, 1313.159122, 1697.196971, 0
1561164242, 0.120281, 1.799804, 25.294961, 1.637731, 45.780029, 351.230074, 1697.196971, 0
1561164250, 0.589523, 1.770323, 37.619753, 0.154816, 28.188174, 1483.306587, 1697.196971, 1
1561164258, 1.039704, 2.635213, 32.402562, 0.207944, 49.854510, 1686.515939, 1697.196971, 1
1561164266, 2.618530, 2.981184, 14.966022, 0.076174, 47.467653, 553.220255, 1697.196971, 1
1561164267, 0.101762, 1.822662, 38.465659, 0.404484, 49.255661, 275.167317, 1697.196971, 0
1561164268, 2.337033, 1.470892, 16.250210, 0.492938, 44.918205, 204.980714, 1697.196971, 0
1561164276, 0.737806, 2.573719, 34.550430, 0.137728, 49.799442, 1400.767430, 1697.196971, 1
1561164279, 1.039704, 2.635213, 32.402562, 0.207944, 49.854510, 774.345280, 1697.196971, 0
1561164287, 0.224234, 2.098749, 24.546996, 0.267546, 49.910305, 1016.636011, 1697.196971, 1
1561164293, 1.039704, 2.635213, 32.402562, 0.207944, 49.854510, 1286.020606, 1697.196971, 0
1561164293, 1.924739, 2.564102, 19.724125, 1.398904, 49.856319, 225.566790, 1697.196971, 0
1561164295, 0.141814, 1.303871, 21.798660, 1.056270, 31.051126, 285.861205, 1697.196971, 0
1561164295, 0.419996, 2.631954, 39.675456, 1.925833, 44.882397, 478.910192, 1697.196971, 0
1561164296, 0.312880, 2.695012, 24.171510, 1.096804, 19.941087, 324.054071, 1697.196971, 0
1561164298, 0.119706, 2.281938, 16.286998, 1.171252, 8.343710, 264.983661, 1697.196971, 0
1561164299, 0.188371, 1.465315, 35.914738, 1.544446, 30.381163, 407.327151, 1697.196971, 0
1561164307, 1.039704, 2.635213, 32.402562, 0.207944, 49.854510, 1680.480585, 1697.196971, 1
1561164314, 0.378964, 1.771750, 36.361047, 0.241385, 39.758678, 1518.441145, 1697.196971, 1
1561164315, 2.675659, 2.925530, 24.053680, 1.328521, 49.846958, 223.924025, 1697.196971, 0
1561164323, 0.737806, 2.573719, 34.550430, 0.137728, 49.799442, 1393.561002, 1697.196971, 1
1561164323, 2.334333, 1.705196, 28.008824, 0.927459, 12.229290, 221.473293, 1697.196971, 0
1561164331, 3.296746, 1.124734, 13.604996, 0.208517, 19.948708, 920.846428, 1697.196971, 1
1561164339, 0.942912, 1.796503, 29.098916, 0.132118, 16.177812, 1183.628961, 1697.196971, 1
1561164340, 0.562279, 1.893814, 22.405966, 1.370027, 37.830495, 272.738490, 1697.196971, 0
1561164348, 0.710986, 2.070346, 22.472653, 0.126603, 8.480153, 937.119999, 1697.196971, 1
1561164350, 1.039704, 2.635213, 32.402562, 0.207944, 49.854510, 530.096642, 1697.196971, 0
1561164358, 2.180723, 1.377668, 38.071421, 0.101686, 40.782413, 1411.548065, 1697.196971, 1
1561164358, 3.644919, 2.752331, 33.476767, 1.115176, 49.965067, 215.840326, 1697.196971, 0
1561164366, 0.401866, 2.614897, 32.760471, 0.060389, 47.893713, 912.664629, 1697.196971, 1
1561164374, 1.811723, 1.495682, 37.430257, 0.073322, 47.532599, 1195.879024, 1697.196971, 1
1561164375, 1.762439, 2.430550, 38.787143, 0.374529, 10.010796, 208.567084, 1697.196971, 0
1561164381, 1.039704, 2.635213, 32.402562, 0.207944, 49.854510, 1421.277896, 1697.196971, 0
1561164384, 0.856139, 1.538876, 16.011427, 0.376109, 23.763560, 532.024445, 1697.196971, 0
1561164391, 2.053025, 2.946217, 35.771154, 0.057856, 14.349851, 1057.498744, 1697.196971, 1
1561164394, 0.020699, 2.958829, 33.549613, 0.034670, 41.687814, 235.876513, 1697.196971, 0
1561164402, 1.821793, 2.919301, 38.760460, 0.017150, 24.667460, 944.354849, 1697.196971, 1
1561164407, 1.039704, 2.635213, 32.402562, 0.207944, 49.854510, 1286.135870, 1697.196971, 0
1561164415, 0.770114, 1.043582, 37.371242, 0.105402, 45.955947, 1316.981777, 1697.196971, 1
1561164423, 0.720976, 2.873719, 37.767701, 0.064969, 48.091647, 1114.474506, 1697.196971, 1
1561164437, 1.039704, 2.635213, 32.402562, 0.207944, 49.854510, 1710.986886, 1697.196971, 1
1561164445, 0.418252, 2.968221, 11.941220, 0.014852, 7.521187, 349.122399, 1697.196971, 1
1561164446, 0.185885, 2.946217, 17.236839, 1.022526, 11.606426, 248.911335, 1697.196971, 0
1561164458, 1.012992, 1.724316, 38.138805, 0.208127, 41.100399, 1850.376318, 1697.196971, 1
1561164466, 3.296493, 2.439078, 24.662511, 0.035775, 44.210369, 738.003671, 1697.196971, 1
1561164480, 1.012992, 1.724316, 38.138805, 0.208127, 41.100399, 1880.795333, 1697.196971, 1
1561164480, 1.722519, 2.859556, 18.395208, 0.910837, 36.926927, 213.162690, 1697.196971, 0
1561164480, 2.793999, 2.706211, 35.813711, 0.130399, 17.675931, 8.272286, 1697.196971, 0
1561164481, 3.211808, 2.943475, 19.666522, 1.243109, 16.537100, 222.705716, 1697.196971, 0
1561164481, 3.559565, 2.940866, 19.719968, 0.679099, 22.899781, 7.208030, 1697.196971, 0
