timestamp, Kp, Ki, Sa, Sb, Bp, distance, bestdist, simres 
1561188116, 3.988299, 2.623595, 15.783343, 0.083921, 28.420599, 603.499993, 603.499993, 1
1561188140, 0.734786, 2.226434, 26.261465, 0.137526, 23.412114, 1047.953406, 1047.953406, 1
1561188148, 2.320740, 2.249383, 13.732147, 0.244468, 36.205448, 1033.493252, 1047.953406, 1
1561188161, 0.567403, 1.202129, 23.634162, 0.532511, 15.048430, 1815.992071, 1047.953406, 1
1561188185, 0.567982, 1.527782, 21.121712, 0.389786, 6.130558, 1558.683582, 1558.683582, 1
1561188193, 0.473686, 2.955274, 17.192350, 0.114418, 13.843724, 671.206345, 1558.683582, 1
1561188201, 2.107390, 2.882731, 32.509555, 0.011399, 15.356947, 773.771727, 1558.683582, 1
1561188209, 1.592321, 2.962721, 29.120940, 0.046958, 13.854482, 825.785415, 1558.683582, 1
1561188217, 1.062963, 1.583135, 33.381244, 0.032119, 18.377014, 870.829517, 1558.683582, 1
1561188225, 0.517685, 2.041983, 24.857712, 0.131780, 13.564703, 933.545143, 1558.683582, 1
1561188225, 2.487617, 2.660470, 31.215666, 0.378628, 8.367288, 206.215568, 1558.683582, 0
1561188233, 1.062590, 1.802138, 19.483618, 0.045055, 15.384480, 600.144451, 1558.683582, 1
1561188241, 0.425862, 1.268380, 29.707318, 0.044477, 7.057754, 799.015318, 1558.683582, 1
1561188249, 0.567982, 1.527782, 21.121712, 0.389786, 6.130558, 1517.428694, 1558.683582, 1
1561188251, 0.567403, 1.202129, 23.634162, 0.532511, 15.048430, 543.588705, 1558.683582, 0
1561188251, 3.322767, 2.864706, 19.483306, 1.195982, 28.244922, 0.143564, 1558.683582, 0
1561188252, 1.814584, 2.632052, 28.142312, 0.503729, 13.525294, 208.444249, 1558.683582, 0
1561188252, 3.041262, 1.055392, 37.345638, 0.379315, 22.361139, 8.252160, 1558.683582, 0
1561188253, 0.824099, 1.311840, 18.155806, 1.501026, 14.843668, 249.602650, 1558.683582, 0
1561188261, 0.771555, 1.514835, 39.221144, 0.087866, 25.005895, 1286.448458, 1558.683582, 1
1561188262, 0.081895, 1.775012, 36.013627, 0.194309, 31.534665, 208.100966, 1558.683582, 0
1561188263, 0.422267, 1.966959, 38.592507, 1.241236, 5.864343, 381.541579, 1558.683582, 0
1561188271, 0.567982, 1.527782, 21.121712, 0.389786, 6.130558, 1507.103986, 1558.683582, 1
1561188279, 0.179840, 1.098986, 29.813033, 0.154938, 12.744666, 931.150412, 1558.683582, 1
1561188279, 0.532171, 2.320382, 12.970879, 1.733554, 5.743590, 283.885546, 1558.683582, 0
1561188287, 2.910403, 1.639839, 13.917805, 0.012927, 27.554773, 405.738517, 1558.683582, 1
1561188288, 2.120454, 1.033645, 19.857069, 1.546304, 47.434433, 225.912837, 1558.683582, 0
1561188296, 0.230461, 1.039814, 14.728591, 0.231946, 5.604813, 671.734059, 1558.683582, 1
1561188304, 0.567982, 1.527782, 21.121712, 0.389786, 6.130558, 1555.455433, 1558.683582, 1
1561188304, 3.145560, 1.120898, 34.244622, 0.763719, 45.812082, 219.127608, 1558.683582, 0
1561188312, 2.184909, 1.615537, 26.313757, 0.023106, 26.649325, 734.511178, 1558.683582, 1
1561188314, 0.082734, 2.551537, 18.856658, 0.550819, 16.491332, 208.859065, 1558.683582, 0
1561188314, 1.930937, 1.333043, 22.222198, 0.273561, 43.733829, 191.518486, 1558.683582, 0
1561188322, 0.567982, 1.527782, 21.121712, 0.389786, 6.130558, 1538.011939, 1558.683582, 1
1561188323, 0.110173, 1.140761, 30.861284, 0.631483, 6.978612, 274.347365, 1558.683582, 0
1561188324, 0.288172, 1.340740, 38.755709, 0.818611, 6.377042, 331.925921, 1558.683582, 0
1561188332, 0.567982, 1.527782, 21.121712, 0.389786, 6.130558, 1557.375225, 1558.683582, 1
1561188333, 2.959954, 1.022134, 31.621606, 1.174869, 21.274849, 216.515709, 1558.683582, 0
1561188334, 1.398886, 1.596460, 19.840391, 0.268821, 46.499273, 327.610557, 1558.683582, 0
1561188336, 0.347294, 1.587530, 19.769718, 0.871404, 43.502544, 344.078009, 1558.683582, 0
1561188343, 0.926701, 2.326996, 28.768649, 0.176400, 7.678243, 1428.602946, 1558.683582, 1
