timestamp, Kp, Ki, Sa, Sb, Bp, distance, bestdist, simres 
1561157917, 1.520086, 2.832113, 15.840099, 0.129396, 16.345904, 739.193645, 739.193645, 1
1561157918, 0.222658, 1.996625, 29.366786, 1.872960, 42.615570, 403.293440, 739.193645, 0
1561157942, 2.393814, 1.001467, 35.621826, 0.150591, 32.242096, 1651.962055, 1651.962055, 1
1561157950, 2.331821, 2.068460, 19.349724, 0.020348, 34.962005, 535.624200, 1651.962055, 1
1561157951, 0.155946, 2.917890, 38.069524, 1.727605, 31.304378, 403.999670, 1651.962055, 0
1561157960, 1.155698, 1.584687, 19.026787, 0.045285, 40.641756, 589.927669, 1651.962055, 1
1561157968, 0.413619, 1.364852, 11.965228, 0.808761, 30.840745, 1572.792899, 1651.962055, 1
1561157976, 0.202900, 2.984098, 17.235084, 0.513823, 22.491218, 1042.711003, 1651.962055, 1
1561158000, 0.385045, 1.421700, 20.298670, 0.634672, 28.932483, 1656.746472, 1656.746472, 1
1561158002, 0.508159, 2.977497, 13.350790, 0.646844, 45.479118, 538.791780, 1656.746472, 0
1561158002, 3.701844, 2.143188, 22.478050, 0.903078, 41.637720, 6.448048, 1656.746472, 0
1561158008, 0.385045, 1.421700, 20.298670, 0.634672, 28.932483, 1316.639240, 1656.746472, 0
1561158016, 0.232052, 1.244826, 29.198688, 0.116096, 21.581893, 889.240753, 1656.746472, 1
1561158017, 3.635887, 1.747861, 20.362806, 0.617981, 41.848628, 207.077645, 1656.746472, 0
1561158018, 0.598316, 1.457666, 22.329085, 1.461493, 36.321866, 268.688960, 1656.746472, 0
1561158026, 0.185510, 1.149096, 33.110780, 0.041321, 44.079029, 820.305941, 1656.746472, 1
1561158026, 2.634087, 1.309815, 11.428762, 1.451697, 47.595128, 222.568791, 1656.746472, 0
1561158032, 0.385045, 1.421700, 20.298670, 0.634672, 28.932483, 1315.202816, 1656.746472, 0
1561158033, 1.031658, 1.345740, 13.219845, 1.145430, 13.823376, 219.423949, 1656.746472, 0
1561158033, 3.389263, 2.918739, 33.498378, 0.781256, 31.279615, 6.623693, 1656.746472, 0
1561158034, 0.221055, 2.663137, 36.515196, 0.967282, 27.763436, 337.747210, 1656.746472, 0
1561158035, 0.385045, 1.421700, 20.298670, 0.634672, 28.932483, 208.903107, 1656.746472, 0
1561158043, 2.412484, 1.281451, 37.796497, 0.077752, 5.918220, 1253.258902, 1656.746472, 1
1561158044, 0.324307, 1.270964, 36.521977, 0.430952, 38.628101, 243.263075, 1656.746472, 0
1561158051, 1.373147, 1.208715, 11.324349, 0.306386, 27.823916, 1045.607579, 1656.746472, 1
1561158059, 2.084384, 1.123451, 12.550346, 0.031000, 20.136486, 398.692101, 1656.746472, 1
1561158060, 0.129634, 1.179277, 30.740096, 1.722760, 43.659048, 396.794151, 1656.746472, 0
1561158061, 0.385045, 1.421700, 20.298670, 0.634672, 28.932483, 209.323276, 1656.746472, 0
1561158061, 1.487854, 1.055781, 14.803155, 0.671780, 18.318381, 208.184112, 1656.746472, 0
1561158063, 2.361285, 1.134967, 12.928657, 0.357901, 20.928094, 323.031104, 1656.746472, 0
1561158063, 1.243341, 2.791935, 12.327991, 0.472507, 7.151238, 196.190035, 1656.746472, 0
